"","Adams","Cabot","Kirkland","Mather","Quincy","Leverett","Dunster","Currier","Eliot","Lowell","Pforzheimer","Winthrop"
"507",12,12,12,12,10,10,9,12,11,9,12,7
"508",12,12,12,12,10,10,9,12,11,9,12,7
"509",12,12,12,12,10,10,10,12,11,9,12,7
"510",12,12,12,12,10,10,10,12,11,9,12,7
"511",12,12,12,12,10,10,10,12,11,9,12,8
"512",12,12,12,12,10,10,10,12,11,9,12,8
"513",12,12,12,12,10,10,10,12,11,10,12,8
"514",12,12,12,12,10,10,10,12,11,10,12,8
"515",12,12,12,12,10,10,10,12,11,10,12,8
"516",12,12,12,12,10,10,10,12,11,10,12,8
"517",12,12,12,12,11,10,10,12,11,10,12,8
"518",12,12,12,12,11,11,10,12,11,11,12,8
"519",12,12,12,12,11,11,11,12,11,11,12,8
"520",12,12,12,12,11,11,11,12,11,11,12,9
"521",12,12,12,12,11,11,11,12,12,11,12,9
"522",12,12,12,12,11,11,11,12,12,11,12,9
"523",12,12,12,12,11,11,11,12,12,11,12,9
"524",12,12,12,12,11,11,11,12,12,11,12,9
"525",12,12,12,12,11,11,11,12,12,12,12,9
"526",12,12,12,12,11,11,11,12,12,12,12,10
"527",12,12,12,12,11,11,11,12,12,12,12,10
"528",12,12,12,12,11,11,11,12,12,12,12,10
"529",12,12,12,12,11,12,11,12,12,12,12,10
"530",12,12,12,12,11,12,12,12,12,12,12,11
"531",12,12,12,12,12,12,12,12,12,12,12,11
"532",12,12,12,12,12,12,12,12,12,12,12,11
"533",12,12,12,12,12,12,12,12,12,12,12,11
"534",12,12,12,12,12,12,12,12,12,12,12,12
